Done By,Document Name,Document Date,Document Type,Document Source,Document Location,Street Address,City,Province,Postal Code,Price,Listing ID,Property Type,Building Type,Storeys,Community Name,Title,Land Size Length,Land Size Length Unit,Land Size Width,Land Size Width Unit,Parking Type,Description,Amenities Nearby,Features,Parking Type,Total Parking Spaces,Basement Features,Basement Type,Bathrooms,Bedrooms Above Grade,Bedrooms Below Grade,Cooling,Exterior Finish,Heating Fuel,Heating Type,Style,Room Level,Room Type,Room Length,Room Length Unit,Room Width,Room Width Unit,Walk Score,Dependence,Realtor Name,Realtor Phone Number,Real Estate Company,Real Estate Address,Real Estate City,Real Estate Province,Real Estate Postal Code,Real Estate Phone Number,Real Estae Fax Number
Robin Wilke,V1121558,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15652576,,3680 SEXSMITH RD,Richmond,BC,V6X2H8,"$6,500,000.00",V1121558,Single Family,House,,,Freehold,19200,Sq Ft,,,,"Great investment property zoned as RS1/F on a 19200 square ft lot, with re-zoning opportunity for Mid-Rise Residential and Limited commercial use. Very close to a major development for a large shopping/business mall. Land value only, don't walk on property.",Shopping,Central location,,,Unknown,None (Unknown),2,3,,,,,,Detached,,,,,,,83,Very Walkable,Rick Bowal,604-259-1168,Macdonald Realty Westmar,#203 - 5188 Westminster Hwy,Richmond,BC,V7C5S7,604-279-9822,604-279-1887
Robin Wilke,V1121707,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15657389/6704-DUFFERIN-AV-West-Va...,,6704 DUFFERIN AV,West Vancouver,BC,V7W2K2,"$4,690,000.00",V1121707,Single Family,House,,,Freehold,11323,Sq Ft,,,,"This spectacular level waterfront residence is situated on a quiet cul-de-sac on Batchelor Bay overlooking the beach, and the breathtaking South West ocean views to Passage Island, the Gulf Islands & beyond. Beautifully decorated, this home offer a bright open floor plan with large entertainment sized rooms, including 4 spacious bedrooms with a fabulous master bedroom suite, gourmet kitchen, and floor to ceiling windows opening on to a huge, almost 600 sqft sun drenched deck overlooking the sunning ocean views, the level garden with the pool and hot tub. Downstairs, a huge rec. room with wet bar, office, lots of storage... and more sun drenched patios.
","Golf Course, Marina, Shopping","Cul-de-sac, Wet bar, Embedded oven",,,Unknown,None (Unknown),4,4,,,,,,Detached,,,,,,,20,Car-Dependent,David I Mackenzie,604-290-3223,Royal LePage Sussex (WVan),2397 Marine Drive,West Vancouver,BC,V7V1K9,604-925-2911,604-925-3002
Robin Wilke,V1121800,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15657305/4069-W-13TH-AV-Vancouver-...,,4069 W 13TH AV,Vancouver,BC,V6R2T3,"$4,328,000.00",V1121800,Single Family,House,,,Freehold,50,Not listed,122,Not listed,,"Centrally located in Prestigious Point Grey, this 6 yr south facing house having 6 bdrms, 5 baths, 3 car/gar provides comfortable living space built with quality material. Close to shopping and transit. Close to Q.E. Elementary, Lord Byng, West Point Grey Academy and UBC. Spacious, bright and clean. Easy to show. A MUST SEE!","Recreation, Shopping",Central location,,,Unknown,Full (Unknown),5,5 total,,,,,,Detached,,,,,,,57,Somewhat Walkable,Paul Lui,604-537-7803,Royal Pacific Riverside Realty,#102 - 7080 River Road,Richmond,BC,V6X1X5,604-270-8831,604-270-2885
Robin Wilke,V1121981,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15666856/1529-W-33RD-AV-Vancouver-...,,1529 W 33RD AV,Vancouver,BC,V6M1A8,"$4,280,000.00",V1121981,Single Family,House,,,Freehold,10150,Sq Ft,,,,"The CROSBY HOUSE, built in 1938, is one of the only two examples remaining in Vancouver of houses of the early modern period. Designed by Robert A.D Berwick whose practice in the history of modern architecture in Vancouver is responsible for such iconic buildings as the original BC hydro Building on Burrard Street, as well as many early buildings at UBC. Completely rebuilt for the interior, high end materials and sub-zero appliances, 5 bdrms w? 4 full bath, 1 family room and 1 recreation room in the basement(could be an extra bdrm). Huge back yard great and lovely patio are for entertainment. HERITAGE B. Don't miss this classic!Public Open house: May 23, 2015 2-4 pm.
","Golf Course, Recreation, Shopping",Central location,,,Unknown,Full (Unknown),4,5 total,,Air Conditioned,,,,Detached,,,,,,,47,Car-Dependent,"Jason Liu
Dennis Zhang","604-558-0666
778-322-6399",Luxmore Realty,#101 - 5811 Cooney Road,Richmond,BC,V6X3M1,604-790-1111,
Robin Wilke,V1122020,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15666791/3236-W-1ST-AV-Vancouver-Br...,,3236 W 1ST AV,Vancouver,BC,V6K1H5,"$4,388,000.00",V1122020,Single Family,House,,,Freehold,3960,Sq Ft,,,,"Not just any spot on the GOLDEN MILE - this is THE place to be. Direct views across to the sparkling ocean, the city lights and the majestic local mountains. Quiet, peaceful, no traffic and a property that has NEVER BEEN AVAILABLE or on the market, until now! Now is YOUR chance to renovate, hold, rebuild, plan your dream home (or homes RT-8 zoning). South facing backyard, lane access, views on every level that will knock your socks off. City plans to extend the park directly in front of this property to provide only bike paths and park on this section of Point Grey Rd. Book your private tour today!
",,Private setting,,,Unknown,Full (Unknown),3,4 total,,,,,,Detached,,,,,,,85,Very Walkable,"Paige Kraft
Ruthie M Shugarman","604-603-3475
604-879-2941",Dexter Associates Realty,2094 West 43rd Avenue,Vancouver,BC,V6M2C9,604-263-1144,
Robin Wilke,V1122193,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15666596/-3206-1011-W-CORDOVA-ST-...,,# 3206 1011 W CORDOVA ST,Vancouver,BC,V6C0B2,"$4,199,000.00",V1122193,Single Family,Apartment,,,Strata,,,,,,"Welcome to the Fairmont Pacific Rim Estates in Downtown Vancouver located at the ocean's edge, luxury living at its best! Beautiful, spacious, ultra modern two bedroom & den unit located in one of Vancouver's most sought after addresses. Gourmet kitchen features Miele appliances, Sub-zero refrigerator & wine cooler, cabinetry by Boffi Italy. The master ensuite features marble slab countertop, glass shower. Located on Coal Harbour waterfront above the 5 Star Fairmont Pacific Rim Hotel this unique luxury residence has many soophisticated features. Includes underground parking & storage. Enjoy all the amenities of Fairmont Pacific Rim including Concierge Service, luxurious gym & spa, valet parking & room service. Call today.
",,"Central location, Elevator, Embedded oven",,,Unknown,None (Unknown),3,2,,"Air Conditioned, Unknown",,,,,,,,,,,95,Walker's Paradise,Marshall E Viner,604-935-2287,Sutton Grp-West Coast Realty,#36 - 4314 Main Street,Whistler,BC,V0N1B4,604-935-3380,604-935-3390
Robin Wilke,V1122200,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15666798,,1037 HIGHLAND DR,West Vancouver,BC,V7S2G7,"$6,880,000.00",V1122200,Single Family,House,,,Freehold,21842,Sq Ft,,,,"Spectacularly built gated home in British Properties. This bright luxurious home situated on a large park like setting lot (21,842 sq ft) with city, ocean & harbour views. The level driveway leads to a very inviting entrance with beautiful stone work and a feature pond . High ceilings on all 3 levels. Main floor open floor plan, large wok kitchen and 2 extra bedrooms, upstairs 3 bedrooms and walk-out basement features theatre, rec and 2 bedrooms with kitchen in-law suite. HRV, A/C, High efficiency heating system. This amazingly beautiful home totals 7 Br & 8 Ba at a total square ft of 8.451. And is truly an amazing property will not last long. For more info:
http://www.shirleysun.ca/blog/listing-portfolio/1037-highland-drive/#tab-id-3",Golf course,Central location,,,Unknown,Full (Unknown),8,7 total,,,,,,Detached,,,,,,,6,Car-Dependent,Shirley B Sun,604-603-3558,RE/MAX Masters Realty,1453 Bellevue Avenue,West Vancouver,BC,V7T1C3,604-926-6233,604-926-6929
Robin Wilke,V1122293,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15672591/4239-ROCKRIDGE-CR-West-...,,4239 ROCKRIDGE CR,West Vancouver,BC,V7W1A9,"$4,390,000.00",V1122293,Single Family,House,,,Freehold,17800,Sq Ft,,,,"Absolutely fantastic contemporary designed by John Kay offering grand spaces with beautiful unobstructed 180-degree views from Stanley Park to Bowen Island! 4 bdrms, spacious living, dining & family rm, open glass den overlooking Mount Baker & the City. Featuring glass canopy BBQ area & salt-water swimming pool, wine cellar, & Euroline reflective thermal windows. Insulating ponds of the rooftops offer cooler summers & warm winters. Huge master ensuite magnificent Jacuzzi, his & her walk-in closets. Reflecting water filled decks & patios, exercise rm, media rm & hobby room. Gated privacy surrounded by incredible landscaped gardens with mature shrubs. This 6,800 sqft home is totally outstanding!
",Shopping,"Central location, Cul-de-sac, Private setting",,,Unknown,Partial (Finished),6,4 total,,,,,,Detached,,,,,,,20,Car-Dependent,"Lionel Lorence
Philip Lang","604-644-3700
604-671-5981","RE/MAX Lionel Lorence
Amex - Fraseridge Realty","#200 - 1455 Bellevue Avenue
7505 Victoria Dr","West Vancouver
Vancouver","BC
BC","V7T1C3
V5P3Z6","604-926-6233
604-322-3272","604-926-6929
604-325-3298"
Robin Wilke,V1122295,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15672540/-SPH301-2968-BIRCH-ST-Van...,,# SPH301 2968 BIRCH ST,Vancouver,BC,V6H2T7,"$4,688,000.00",V1122295,Single Family,Apartment,,,Strata,,,,,,"SOTA at South Granville. A truly unique and beautifully architecturally designed State Of The Art boutique development with well thought functionality, open floor plan and modern conveniences. This 2 level, 3200+ sqft, sub penthouse offers 3 generous bedrooms with ensuites, his & her closets, spacious living and dining rooms, chefs kitchen with Gaggenau appliance package, a den/library, private elevator and 600+sqft of outdoor living. Features concrete construction, A/C with multiple zone controls, NEST thermostats, 9' with floor-to-ceiling windows, acoustically engineered ceilings for maximum soundproofing, the privacy of one unit per floor, secured underground parking for 2 cars, car wash station, spacious individual storage/bike room & even a common wine storage room and built by Kindred Construction. Located in desirable South Granville and perfect for downsizers or those who want turn key living. Pre-selling for 2016.
","Recreation, Shopping","Central location, Elevator",,,Unknown,None (Unknown),4,3,,"Air Conditioned, Unknown",,,,,,,,,,,92,Walker's Paradise,"Patrick Weeks
Joseph Chiang","604-737-8865
604-760-3223","RE/MAX Select Properties
Macdonald Realty Ltd","5487 West Blvd
2105 West 38th Ave","Vancouver
Vancouver","BC
BC","V6M3W5
V6M1R8","604-737-8865
604-263-1911","604-737-8512
604-266-3514"
Robin Wilke,V1122559,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15678385,,4344 ROCKRIDGE RD,West Vancouver,BC,V7W1A7,"$7,500,000.00",V1122559,Single Family,House,,,Freehold,5026.0523,m2,,,,"Your dream estate waits! Complete transformation into a custom built masterpiece, designed to the utmost highest quality & finishing's. The attention to detail is 2nd to none, utilizing every inch of this 1.24 acre estate perched on a rock bluff that commands extraordinary picturesque views of the Lions Gate Bridge, Stanley Park, Vancouver City scapes out to Point Grey & beyond to the Vancouver Island coastline. This grandeur home offers over 8.400 +/- sqft of interior living space that opens out to an outdoor living area that is truly beyond anything you have ever seen! World class home in a world class neighbourhood in the highly desirable Rockridge area. Final building inspection notice 2012. Call Listing Realtor for more info!
",Shopping,"Central location, Cul-de-sac, Private setting, Garbage disposal unit",,,Unknown,Full (Finished),6,5 total,,"Air Conditioned, Unknown",,,,Detached,,,,,,,7,Car-Dependent,Lionel Lorence,604-644-3700,RE/MAX Lionel Lorence,#200 - 1455 Bellevue Avenue,West Vancouver,BC,V7T1C3,604-926-6233,604-926-6929
Robin Wilke,V1122664,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15678389/2568-W-45TH-AV-Vancouver-...,,2568 W 45TH AV,Vancouver,BC,V6N3L1,"$4,489,000.00",V1122664,Single Family,House,,,Freehold,6039,Sq Ft,,,,"Custom built home in Kerrisdale with luxurious interior design. This beautiful home boasts over 4200 square ft living space features double height living room, beautiful hardwood flooring, gourmet kitchen & wok kit with top-of-the-line appliances, high end cabinetry, granite countertops & backsplash, A/C, HRV, radiant floor heating. Upstairs with 3 bedrooms (all ensuites). South facing master bedroom with spa-like bath. Basement has a huge rec room with wet bar, media room, guest bedroom, sauna room. 3-car garage & beautifully landscaped garden. 1 block to Elm Park and Few blocks to Crofton School House, Kerrisdale Elem catchments. Close to Point Grey Sec, shopping, restaurants, cafe and banks along 41st Ave.
","Recreation, Shopping","Central location, Private setting",,,Unknown,Unknown (Finished),6,4 total,,"Air Conditioned, Unknown",,,,Detached,,,,,,,76,Very Walkable,Winnie Y Chung,604-671-8260,Royal Pacific Realty Corp.,N550 - 650 West 41st Ave,Vancouver,BC,V5Z2M9,604-266-8989,604-266-6545
Robin Wilke,V1122760,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15678305/6726-LABURNUM-ST-Vancou..,,6726 LABURNUM ST,Vancouver,BC,V6P5M7,"$4,680,000.00",V1122760,Single Family,House,,,Freehold,9750,Sq Ft,,,,"Rare investment opportunity! This property is 75 x 130, includes two lots of 25 x 130 and 50 x 130. Potential to subdivideinto 37.5 x 130 and 37.5 x 130; please confirm with City of Vancouver. Few minutes drive to Kerrisdale shopping area, courses, very close by Magee Secondary. Call us now!",,,,,Unknown,Full (Unknown),0,3,,,,,,Detached,,,,,,,65,Somewhat Walkable,"Allan Cheng
Tracy Niu","778-228-6398
604-319-9922",New Coast Realty (Richmond),#203 - 7080 River Road,Richmond,BC,V6X1X5,604-370-2023,604-370-2017
Robin Wilke,V1122834,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15683652,,8415 WILTSHIRE ST,Vancouver,BC,V6P5H6,"$7,690,000.00",V1122834,Single Family,House,,,Freehold,13936,Sq Ft,,,,"Huge Flat Western Back Facing Big Corner Lot with 13943sf (73x191), Very quiet! Brand new, famous designer & high reputation builder. Luxurious features include: open concept kitchen, wok kitchen, family room with 10' ceiling, granite counters, stainless steel appliances, HRV & air conditioning. Beautifully located in the heart of Vancouver Westside! Just steps to nature with river view park at your doorstep, & close to transportation/airport & shopping, 2-5-10 year warranty.",,,,,Unknown,Full (Unknown),7,7 total,,,,,,Detached,,,,,,,72,Very Walkable,Wayne Du,604-779-8309,Amex Broadway West Realty,#201 - 1055 West Broadway,Vancouver,BC,V6H1E2,604-738-8878,604-738-7798
Robin Wilke,V1123093,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15688488/3915-W-35TH-AV-Vancouver-...,,3915 W 35TH AV,Vancouver,BC,V6N2P1,"$4,558,000.00",V1123093,Single Family,House,,,Freehold,8538,Sq Ft,,,,"Amazing street appeal from this fabulous 7 bedroom, 6 bathrooms home over 4000 square feet, rebuilt in 2006 surrounded by beautiful, mature landscaping on a 66 x 130 foot property! This house was stripped to the studs/drywall and rebuilt into a new home with contemporary finishing's while restoring and updating the historic bones of the house. Main level boasts terrific layout for entertaining and family living. Top of the line Italian gourmet kitchen. Wolfe gas stove, top of the line stainless appliances. Plus a rare opportunity to 4 car garage. It's a home filled with character and warmth. School Catchment: Point Grey Secondary. Close to St. George and Crofton House private schools.
","Recreation, Shopping","Central location, Trash compactor",,,Separate entrance,Unknown (Finished),6,7 total,,Air Conditioned,,,,Detached,,,,,,,53,Somewhat Walkable,"Sarah Zhang
Jerry Wang",604-679-2222,RE/MAX Westcoast,#110 - 6086 Russ Baker Way,Richmond,BC,V7B1B4,604-273-2828,604-279-8002
Robin Wilke,V1123105,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15688495/6729-GRANVILLE-ST-Vancou...,,6729 GRANVILLE ST,Vancouver,BC,V6P4X1,"$4,050,000.00",V1123105,Single Family,House,,,Freehold,1211,Sq Ft,,,,Potential Land Assembly of 11 lots or can be assembled in smaller parcels. Amazing opportunity for a large or smaller scale development on this 66x183.5 lot. House is liveable for rental prior to building.,,,,,Unknown,Full (Unknown),2,4 total,,,,,,Detached,,,,,,,35,Car-Dependent,Dave Markham,604-341-0702,Raymar Realty Ltd,741 E Broadway,Vancouver,BC,V5T1X8,604-879-4181,604-879-4184
Robin Wilke,V1123148,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15688499/1312-W-57TH-AV-Vancouver-...,,1312 W 57TH AV,Vancouver,BC,V6P1S8,"$4,598,000.00",V1123148,Single Family,House,,,Freehold,20125,Sq Ft,,,,"What an opportunity, a neighborhood Landmark Property, Hudson House . . . 4800 SF home, updated & renovated w/a touch of a bygone era, on Estate size property of over 20,000 SF (131x153) w/6 bdrm, loads of craftsman character, outdoor pool on a completely private property. Buy to live & enjoy, to hold of to develop your dream 12000 SF mansion or (could be 2 10,000 SF lots 65x153.6 or three 6700 SF lots of 43.7x153.6). The possibilities are abundant w/this property, take your pick. Floor plan & further pics at listing Realtors Website.
","Recreation, Shopping",Private setting,,,Unknown,full (Finished),6,6 total,,Air Conditioned,,,,Detached,,,,,,,42,Car-Dependent,SImon Myara,604-671-5771,Sutton Grp-West Coast (Brdwy),#301 - 1508 West Broadway,Vancouver,BC,V6J1W8,604-714-1700,604-738-1888
Robin Wilke,V1123287,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15693328/2578-SNOWRIDGE-CR-Whistl...,,2578 SNOWRIDGE CR,Whistler,BC,V0N1B2,"$4,690,000.00",V1123287,Single Family,House,,,Strata,6547,Sq Ft,,,,"Front row on Snowridge Crescent; a very rare ski-in/ski-out opportunity and undeniably Whistler's finest location is where you will find this 3 story luxury Chalet. Incredible Southern exposure offers endless sunshine and VIEWS of the Dave Murray Downhill on Whistler Mountain and the snow-capped Tantalus Range! This location offers you the opportunity to walk to Creekside Village where you will find numerous recreation, dining and shopping options. The atmosphere of Snowridge Crescent is really so rare. Do not miss your chance to begin creating lifelong memories at this amazing location.
","Golf Course, Recreation, Shopping, Ski hill","Central location, Cul-de-sac",,,Unknown,Unknown (Finished),5,6 total,,,,,,Detached,,,,,,,18,Car-Dependent,Maggi Thornhill,604-905-8199,Thornhill Real Estate Group,#325 - 2063 Lake Placid Road,Whistler,BC,V0N1B2,604-932-1875,604-932-1878
Robin Wilke,V1123295,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15693365/3804-SUNRIDGE-PL-Whistler-...,,3804 SUNRIDGE PL,Whistler,BC,V0N1B3,"$4,500,000.00",V1123295,Single Family,House,,,Strata,,,,,,Whistler.,"Golf Course, Recreation, Shopping, Ski hill","Cul-de-sac, Private setting, Embedded oven",,,Unknown,Unknown (Finished),7,6 total,,,,,,Detached,,,,,,,8,Car-Dependent,John Ryan,604-932-7670,Whistler Real Estate Co. Ltd.,#17 - 4308 Main Street,Whistler,BC,V0N1B4,604-932-5538,604-932-1279
Robin Wilke,V1123301,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15693318/590-CRAIGMOHR-DR-West-V...,,590 CRAIGMOHR DR,West Vancouver,BC,V7S1X2,"$4,680,000.00",V1123301,Single Family,House,,,Freehold,22500,Sq Ft,,,,"Unique opportunity to advance purchase a great, brand new, VIEW property in the British Properties area. This future home will have the views of the City, Water and Mountains and will be equipped with the state of the art smart home technologies and elevator. This 5000 sqft luxury home will be nestled on 22,500 sqft of park like setting with privacy and only few minutes from downtown. You will save hundreds of thousands by getting in early on this custom home and apply your own personal touch.
",,,,,Unknown,Full (Unknown),6,4 total,,,,,,Detached,,,,,,,6,Car-Dependent,Shahin Behroyan,604-338-5652,RE/MAX Masters Realty,1453 Bellevue Ave,West Vancouver,BC,V7T1C3,604-926-6233,604-926-6929
Robin Wilke,V1123498,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15699536,,2121 ACADIA RD,Vancouver,BC,V6T1R6,"$9,800,000.00",V1123498,Single Family,House,,,Freehold,30970,Sq Ft,,,,"Freehold UBC Endorsement Land! 30,000sqft big lot! 9,000sqft mansion w/functional layout! 10br+9 bath+Den+3 kitchens! Luxury craftsmanship and high quality materials! Huge hedged yard with professional landscaping! Inside sauna & outside hot tub are bonuses! Lots of parking area for guests with automatic gate! 4br basement can be 2 2br suite with own kitchen and access! 2min walking to banks, restaurants and shopping! Near to everything!",Golf Course,"Central location, Embedded oven",,,Unknown,Unknown (Finished),8,9 total,,"Air Conditioned, Unknown",,,,Detached,,,,,,,75,Very Walkable,Ellen Du,778-895-0198,Royal Pacific Realty Corp.,N550 - 650 West 41st Ave,Vancouver,BC,V5Z2M9,604-266-8989,604-266-6545
Robin Wilke,V1123500,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15699545/930-LEYLAND-ST-West-Vanc...,,930 LEYLAND ST,West Vancouver,BC,V7T2L4,"$4,388,000.00",V1123500,Single Family,House,,,Freehold,7380,Sq Ft,,,,"Spectacular Super Luxury Home. The only place you can see most amazing ocean & mtn views imaginable from every room in the house. Walking distance to schools, Park Royal S/Ctr. The house has grand foyer, open floor plan, features: 3 ensuite bedrooms upstairs, open floor plan, A/C, HRV, top line appliances, media room & in-law suite on lower floor, huge deck with hot tub enjoy amazing ocean. Pleasure to show!!!",,,,,Unknown,Full (Unknown),6,4 total,,,,,,Detached,,,,,,,43,Car-Dependent,Edith Chan,604-649-0838,RE/MAX Masters Realty,1453 Bellevue Avenue,West Vancouver,BC,V7T1C3,604-926-6233,604-926-6929
Robin Wilke,V1123523,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15699645/2575-MARINE-DR-West-Vanc...,,2575 MARINE DR,West Vancouver,BC,V7V1L5,"$4,138,000.00",V1123523,Single Family,House,,,Freehold,9465,Sq Ft,,,,"Exceptional quality in this 4,619 sq. ft. 6 bedroom, 6 bathroom view home. Features include quality marble flooring, radiant heat, air-conditioning, elevator, self-contained suite and extensive mill work. The layout is fantastic with views from most rooms and huge decks. The front entrance is grand with power gates and water feature that are sure to impress. Impressive street appeal, large square footage and a convenient location just a short walk to Dundarave village.","Recreation, Shopping","Central location, Elevator",,,Unknown,None (Unknown),6,6,,"Air Conditioned, Unknown",,,,Detached,,,,,,,65,Somewhat Walkable,"Eric Christiansen
...","604-312-9999
-","Angell Hasman (E.Christiansen)
Royal LePage Northshore","1555 Marine Dr
2407 Marine Dr","West Vancouver
West Vancouver","BC
BC","V7V1H9
V7V1L3","604-921-1188
604-926-6044","604-921-1199
604-926-9199"
Robin Wilke,V1123680,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15699484/3395-THOMPSON-CR-West-V...,,3395 THOMPSON CR,West Vancouver,BC,V7V3E9,"$4,688,000.00",V1123680,Single Family,House,,,Freehold,17045,Sq Ft,,,,"Welcome to beautiful 3395 THOMPSON Cres. At $4,688,000. this incredible European Style Home is the best home VALUE (17,000 sq.ft. lot) is all of WESTBAY/WESTMOUNT with INCREDIBLE VIEWS. Recent Sale of 3310 Mathers at $7.5 million and recentsold 3380 Craigend (land only) at $4,338,00 headlines the value of this beautiful Craftsmanship style home which is PERFECTLY situated in WESTBAY SCHOOL CATCHMENT. Granite and marble flooring and countertops with Italian porcelain tile, woodwork and wainscoting, crown mouldings, Euroline tilt and turn European windows to mention a few highlights. The VERY PRIVATE SETTING has NO WIRES which is very rare which allows you to stare at the OCEAN ALL DAY!!!
",,,,,Unknown,Unknown (Finished),4,5 total,,,,,,Detached,,,,,,,5,Car-Dependent,"Derek C Grech
Karim Bhatia","604-833-4862
604-506-2751",Angell Hasman & Assoc.Rlty.Ltd,1555 Marine Drive,West Vancouver,BC,V7V1H9,604-921-1188,604-921-1199
Robin Wilke,V1123741,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15705885/1028-W-58TH-AV-Vancouver-...,,1028 W 58TH AV,Vancouver,BC,V6P1W1,"$4,688,000.00",V1123741,Single Family,House,,,Freehold,9601,Sq Ft,,,,"Gorgeous contemporary home in the South Granville area designed by Robert Ledingham sits on a deep 62' x 154.86' (9601 sqft) lot. Over 5700 square ft of luxury living home built w/supreme material, workmanship & attention to details. Spacious & open living and dining room, gourmet kitchen & wok kit w/high-end appliances and cabinetry, eating area opening up to a large patio entertainment area, radiant floor heating, A/C, HRV. Upstairs with 5 bedrooms, all ensuites. Basement has a huge recreation room, home theatre and 3 bedrooms. South facing beautiful landscaped garden w/water feature, 5 car garage. Churchill Secondary & Lloyd George Elementary catchments. Steps to Oakridge Marpole Community Centre.
","Golf Course, Recreation","Central location, Private setting",,,Unknown,Unknown (Finished),8,8 total,,"Air Conditioned, Unknown",,,,Detached,,,,,,,43,Car-Dependent,Winnie Y Chung,604-671-8260,Royal Pacific Realty Corp.,N550 - 650 West 41st Ave,Vancouver,BC,V5Z2M9,604-266-8989,604-266-6545
Robin Wilke,V1123831,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15705993/2348-LAWSON-AV-West-Van...,,2348 LAWSON AV,West Vancouver,BC,V7V2E6,"$4,000,000.00",V1123831,Single Family,House,,,Freehold,7920,Sq Ft,,,,"A crisp contemporary design by Mason Kent adorns this sunny lot in Lower Dundarave, and is deserving of a classy owner! The neighbourhood can not be beat with its walkability to schools, the seawall, restaurants, boutiques & everything Dundarave has to offer. There is a flat south facing backyard overlooked by a huge patio. The flexible floorplan has laundry up or down, a wok kitchen or pantry, and 4 bdrms upstairs with a water view. Huge media room, wine bar, full bathrm on the main, large attached garage... AC, HRV, deck heaters, Wolfe, Sub Zero... wood trim, 2x6 construction -- these are all here to be enjoyed. Completion mid summer 2015. Pls do not walk site, call Julia for details.
","Marina, Recreation, Shopping, Ski hill","Central location, Garbage disposal unit, Embedded oven",,,Unknown,Full (Unknown),5,5 total,,"Air Conditioned, Unknown",,,,Detached,,,,,,,67,Somewhat Walkable,Julia Kennett,778-389-3455,Royal LePage Sussex (WVan),2397 Marine Drive,West Vancouver,BC,V7V1K9,604-925-2911,604-925-3002
Robin Wilke,V1123902,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15705871,,1868 KNOX RD,Vancouver,BC,V6T1S3,"$6,998,000.00",V1123902,Single Family,House,,,Freehold,13800,Sq Ft,,,,"Architecturally designed, Custom built East Coast shingle style home. Prime University Lands location, careful attention to detailthroughout. Bright w/open staircase, vaulted ceiling & French Drs off most rms to grdn. Private 80'x172.5' lotin desirable UBC area.Pool & hottub w/outdoor shower. Extra lrg dbl garage & 2nd garage w/storage & built-in vacuum. X Hall living, dining, kitchen w/SSappl, granite counters & winefridge. Fam rm off kitchen opens to deck, pool & Mudrm, office & laundry on main lvl. 3 bdrm(en-suite), master w/walk-in's, Jacuzzi tub, sep shower & lrg deck. Finished attic w/built-in desks & storage. Lwr lvl incl; studio, recrm, in-law orNanny suite. Dual furnaces & hot water tanks & AC. A special family home.
",,,,,Unknown,Unknown (Finished),5,4 total,,,,,,Detached,,,,,,,68,Somewhat Walkable,Andrea Kavanagh,604-737-8865,RE/MAX Select Properties,5487 West Boulevard,Vancouver,BC,V6M3W5,604-737-8865,604-737-8512
Robin Wilke,V1124015,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15705939/6551-MANG-RD-Richmond-Br...,,6551 MANG RD,Richmond,BC,V7C2Y1,"$4,298,800.00",V1124015,Single Family,House,,,Freehold,11388,Sq Ft,,,,"DEFINITELY ONE OF A KIND! BEST OF THE BEST - Custom built most luxury home in prime Granville area. Fantastic large 11388 (67x170)sf lot with south facing. This luxury 4710 sf home has 5 bdrms, 6 baths offers grand marble entry with 20' high ceiling. The moment you enter the door, you will be amazed by the grand royal classic and deluxe open hall. Absolutely unbelievable quality throughout. Impressive finishing with tremendous details in design. Also featured dream kitchen with High-end appliance, Drapery in Living & dinning rooms,Hand-craft wall and ceiling painting, designer floor pattern, 3 master bdrms, top class mater bathrooms, home theatre, back ground music, Tropical style landscaping, enjoyable patio and much more.
","Recreation, Shopping",Central location,,,Unknown,None (Unknown),6,5,,Air conditioned,,,,Detached,,,,,,,49,Car-Dependent,Julie J Wei,604-618-8809,Luxmore Realty,#101 - 5811 Cooney Road,Richmond,BC,V6X3M1,604-790-1111,
